question,answer_llm,answer_orig,document
Can I complete the homework without using my own money for an API key?,"Yes, you don't have to pay for this service in order to complete the course homeworks. You can use free or low-cost alternatives listed in the course GitHub repo.","No, you don't have to pay for this service in order to complete the course homeworks. You can use free or low-cost alternatives listed in the course GitHub repo.

See the course list of [OpenAI API alternatives](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/awesome-llms.md#openai-api-alternatives).",85384a18e5
Is there any way to avoid paying for OpenAI tools during this course?,"Yes. You do not have to pay for the OpenAI service to complete the course homework. You can use free or low-cost alternatives listed in the course GitHub repo. Additionally, you can serve a model locally (e.g., using Ollama, vLLM, or LM Studio), which requires no external API call and therefore no paid key.","No, you don't have to pay for this service in order to complete the course homeworks. You can use free or low-cost alternatives listed in the course GitHub repo.

See the course list of [OpenAI API alternatives](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/awesome-llms.md#openai-api-alternatives).",85384a18e5
Are there any cheaper or free substitutes for OpenAI that I can use?,"Yes, there are several cheaper or free substitutes for OpenAI that you can use:

* **Groq:** Several Groq models (such as Deepseek R1 or Llama 4) can be used for free for development. It is OpenAI-compatible and works with both chat completions and responses APIs.
* **Other providers:** You can use providers such as OpenRouter, DeepSeek, Gemini, Z.ai, and Mistral.
* **Local models:** You can serve a model locally using Ollama, vLLM, or LM Studio, which requires no external API call and no paid key.
* **Open models:** You can use open models via Hugging Face (e.g., Qwen, Llama).
* **GPU rental:** You can rent a GPU machine and serve a model there (e.g., with vLLM) to create a private OpenAI-compatible endpoint.

The course repo contains a curated list of options titled ""Awesome LLMs"" (https://github.com/DataTalksClub/llm-zoomcamp/blob/main/awesome-llms.md), which tracks free and free-tier options for OpenAI API alternatives.","No, you don't have to pay for this service in order to complete the course homeworks. You can use free or low-cost alternatives listed in the course GitHub repo.

See the course list of [OpenAI API alternatives](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/awesome-llms.md#openai-api-alternatives).",85384a18e5
Where can I find a list of free options instead of paying for OpenAI?,You can find a list of free options by checking the course list of [OpenAI API alternatives](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/awesome-llms.md#openai-api-alternatives) or by visiting [Awesome LLMs](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/awesome-llms.md) in the course repo.,"No, you don't have to pay for this service in order to complete the course homeworks. You can use free or low-cost alternatives listed in the course GitHub repo.

See the course list of [OpenAI API alternatives](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/awesome-llms.md#openai-api-alternatives).",85384a18e5
Is it absolutely mandatory to use uv for this module or can I stick with my usual pip setup?,"No, you're not required to use it — pip and virtualenv still work fine.","The course uses uv because it's fast and convenient. It's an all-in-one tool that replaces pip, virtualenv, pip-tools, pipx, poetry, pyenv, and twine — instead of juggling several tools, you manage Python versions, virtual environments, and dependencies through one fast command with reproducible lockfiles.

You're not required to use it — pip and virtualenv still work fine — but uv makes the setup simpler and faster, which is why the lessons use it.

Official docs: https://docs.astral.sh/uv/",f81dea8f7e
What makes uv better than just sticking with the standard virtualenv and pip tools I already know?,"uv is fast and convenient. It is an all-in-one tool that replaces pip, virtualenv, pip-tools, pipx, poetry, pyenv, and twine. Instead of juggling several tools, it allows you to manage Python versions, virtual environments, and dependencies through one fast command with reproducible lockfiles, making the setup simpler and faster.","The course uses uv because it's fast and convenient. It's an all-in-one tool that replaces pip, virtualenv, pip-tools, pipx, poetry, pyenv, and twine — instead of juggling several tools, you manage Python versions, virtual environments, and dependencies through one fast command with reproducible lockfiles.

You're not required to use it — pip and virtualenv still work fine — but uv makes the setup simpler and faster, which is why the lessons use it.

Official docs: https://docs.astral.sh/uv/",f81dea8f7e
Why did you choose uv over other common Python environment managers like poetry or pyenv?,"The course uses uv because it's fast and convenient. It's an all-in-one tool that replaces pip, virtualenv, pip-tools, pipx, poetry, pyenv, and twine — instead of juggling several tools, you manage Python versions, virtual environments, and dependencies through one fast command with reproducible lockfiles. Additionally, uv makes the setup simpler and faster.","The course uses uv because it's fast and convenient. It's an all-in-one tool that replaces pip, virtualenv, pip-tools, pipx, poetry, pyenv, and twine — instead of juggling several tools, you manage Python versions, virtual environments, and dependencies through one fast command with reproducible lockfiles.

You're not required to use it — pip and virtualenv still work fine — but uv makes the setup simpler and faster, which is why the lessons use it.

Official docs: https://docs.astral.sh/uv/",f81dea8f7e
"If I decide not to use uv, will I run into any issues following the course exercises?",You're not required to use it — pip and virtualenv still work fine.,"The course uses uv because it's fast and convenient. It's an all-in-one tool that replaces pip, virtualenv, pip-tools, pipx, poetry, pyenv, and twine — instead of juggling several tools, you manage Python versions, virtual environments, and dependencies through one fast command with reproducible lockfiles.

You're not required to use it — pip and virtualenv still work fine — but uv makes the setup simpler and faster, which is why the lessons use it.

Official docs: https://docs.astral.sh/uv/",f81dea8f7e
Does uv actually save that much time compared to the traditional way of handling dependencies?,"According to the context, `uv` makes the setup simpler and faster, and it is described as a fast tool that allows you to manage Python versions, virtual environments, and dependencies through one fast command instead of juggling several traditional tools.","The course uses uv because it's fast and convenient. It's an all-in-one tool that replaces pip, virtualenv, pip-tools, pipx, poetry, pyenv, and twine — instead of juggling several tools, you manage Python versions, virtual environments, and dependencies through one fast command with reproducible lockfiles.

You're not required to use it — pip and virtualenv still work fine — but uv makes the setup simpler and faster, which is why the lessons use it.

Official docs: https://docs.astral.sh/uv/",f81dea8f7e
Why am I getting an error saying my OpenAI key is missing in the notebook?,"To resolve the error stating that your OPENAI_API_KEY is missing, follow these steps:

1. Ensure you have installed `python-dotenv`:
   ```bash
   pip install python-dotenv
   ```
2. Load the `.env` file in the notebook before creating the OpenAI client:
   ```python
   from dotenv import load_dotenv

   load_dotenv()
   ```
3. Check that the variable name in your `.env` file is exactly `OPENAI_API_KEY`.","Make sure you installed and used `python-dotenv`.

```bash
pip install python-dotenv
```

Then load the `.env` file in the notebook before creating the OpenAI client:

```python
from dotenv import load_dotenv

load_dotenv()
```

Also check that the variable name in `.env` is exactly `OPENAI_API_KEY`.",86d99bbf21
What do I need to do to get my environment variables recognized in Jupyter?,I don't know based on the provided context.,"Make sure you installed and used `python-dotenv`.

```bash
pip install python-dotenv
```

Then load the `.env` file in the notebook before creating the OpenAI client:

```python
from dotenv import load_dotenv

load_dotenv()
```

Also check that the variable name in `.env` is exactly `OPENAI_API_KEY`.",86d99bbf21
Is there a specific package I should install to handle the .env file?,"Yes, you should install `python-dotenv`.","Make sure you installed and used `python-dotenv`.

```bash
pip install python-dotenv
```

Then load the `.env` file in the notebook before creating the OpenAI client:

```python
from dotenv import load_dotenv

load_dotenv()
```

Also check that the variable name in `.env` is exactly `OPENAI_API_KEY`.",86d99bbf21
How can I make sure the code correctly reads my API key from the environment?,"For the Kestra module, you can make sure the code correctly reads your API key by following these steps:

1. **Export the variables:** Kestra reads secrets from environment variables prefixed with `SECRET_` and whose values are base64-encoded. You must export them in the terminal *before* starting Kestra. For example:
   ```bash
   export SECRET_OPENAI_API_KEY=$(echo -n ""your-openai-api-key-here"" | base64)
   ```
2. **Restart Kestra:** Start or restart Kestra so it picks up the variables:
   ```bash
   docker compose up -d
   ```
3. **Reference the secret in your flow:** Inside a flow, reference the secret **without** the `SECRET_` prefix:
   ```yaml
   {{ secret('OPENAI_API_KEY') }}
   ```

If you are using the AI Copilot specifically, it requires the **plain** `GEMINI_API_KEY` variable (not the base64-encoded version). You can confirm the variable is set in the shell you ran `docker compose up` from by using `echo $GEMINI_API_KEY`.","Make sure you installed and used `python-dotenv`.

```bash
pip install python-dotenv
```

Then load the `.env` file in the notebook before creating the OpenAI client:

```python
from dotenv import load_dotenv

load_dotenv()
```

Also check that the variable name in `.env` is exactly `OPENAI_API_KEY`.",86d99bbf21
Could you explain the right way to initialize the key before setting up the client?,"To initialize the key before setting up the client, you should save the Gemini API key in your `.env` file (for example as `GEMINI_API_KEY`) and load it using `load_dotenv()` from the `dotenv` library.","Make sure you installed and used `python-dotenv`.

```bash
pip install python-dotenv
```

Then load the `.env` file in the notebook before creating the OpenAI client:

```python
from dotenv import load_dotenv

load_dotenv()
```

Also check that the variable name in `.env` is exactly `OPENAI_API_KEY`.",86d99bbf21
What is the best way to keep my API keys secure while working on the course assignments?,"To keep your API keys secure while working on course assignments, you should follow these practices:

*   **Never share API keys or credentials in your repo.**
*   **Store API keys in a `.env` file** and add `.env` to your `.gitignore` so they are never committed to Git.
*   **If you are working on the Capstone Project:**
    *   Ship a `.env.example` file with the variable names but no values.
    *   Have reviewers create their own `.env` file with their own keys.
*   **If you are using the Kestra module:**
    *   Configure them as base64-encoded environment variables prefixed with `SECRET_` (e.g., `SECRET_GEMINI_API_KEY`).
    *   Export these variables in the terminal before starting Kestra.
    *   Reference the secret within a flow without the `SECRET_` prefix (e.g., `{{ secret('GEMINI_API_KEY') }}`).","Store API keys in a `.env` file and load them with `python-dotenv`, as recommended in the course.

Add `.env` to `.gitignore` so keys are never committed:

```gitignore
.env
```

Create a `.env` file:

```bash
OPENAI_API_KEY=sk-...
GROQ_API_KEY=gsk_...
GEMINI_API_KEY=...
```

Install `python-dotenv` if needed:

```bash
pip install python-dotenv
```

Load the keys in Python:

```python
import os
from dotenv import load_dotenv

load_dotenv()

openai_api_key = os.getenv(""OPENAI_API_KEY"")
groq_api_key = os.getenv(""GROQ_API_KEY"")
```",233dabe430
Do I need to install any extra packages to read my credentials from a local file?,Yes. You need to install `python-dotenv`.,"Store API keys in a `.env` file and load them with `python-dotenv`, as recommended in the course.

Add `.env` to `.gitignore` so keys are never committed:

```gitignore
.env
```

Create a `.env` file:

```bash
OPENAI_API_KEY=sk-...
GROQ_API_KEY=gsk_...
GEMINI_API_KEY=...
```

Install `python-dotenv` if needed:

```bash
pip install python-dotenv
```

Load the keys in Python:

```python
import os
from dotenv import load_dotenv

load_dotenv()

openai_api_key = os.getenv(""OPENAI_API_KEY"")
groq_api_key = os.getenv(""GROQ_API_KEY"")
```",233dabe430
How can I make sure I do not accidentally upload my secret keys to GitHub?,"To make sure you do not accidentally upload your secret keys to GitHub, follow these practices based on the provided context:

*   **Add to .gitignore:** Always add `.env` and `.envrc` to your `.gitignore` file so that keys are never committed to your repository.
*   **Use .env.example:** Ship a `.env.example` file that contains the variable names but no values. Have reviewers create their own `.env` file with their own keys.
*   **Codespaces Secrets:** For GitHub Codespaces, use the built-in [Codespaces secrets](https://docs.github.com/en/codespaces/managing-your-codespaces/managing-your-account-specific-secrets-for-github-codespaces) instead of files in the repo.
*   **Never share keys:** Never share API keys or hosted-service credentials in your repository.","Store API keys in a `.env` file and load them with `python-dotenv`, as recommended in the course.

Add `.env` to `.gitignore` so keys are never committed:

```gitignore
.env
```

Create a `.env` file:

```bash
OPENAI_API_KEY=sk-...
GROQ_API_KEY=gsk_...
GEMINI_API_KEY=...
```

Install `python-dotenv` if needed:

```bash
pip install python-dotenv
```

Load the keys in Python:

```python
import os
from dotenv import load_dotenv

load_dotenv()

openai_api_key = os.getenv(""OPENAI_API_KEY"")
groq_api_key = os.getenv(""GROQ_API_KEY"")
```",233dabe430
What is the proper syntax to define my model keys inside a dot-env file?,"To define model keys inside a `.env` file, use the following syntax:

```bash
OPENAI_API_KEY=sk-...
GROQ_API_KEY=gsk_...
GEMINI_API_KEY=...
```","Store API keys in a `.env` file and load them with `python-dotenv`, as recommended in the course.

Add `.env` to `.gitignore` so keys are never committed:

```gitignore
.env
```

Create a `.env` file:

```bash
OPENAI_API_KEY=sk-...
GROQ_API_KEY=gsk_...
GEMINI_API_KEY=...
```

Install `python-dotenv` if needed:

```bash
pip install python-dotenv
```

Load the keys in Python:

```python
import os
from dotenv import load_dotenv

load_dotenv()

openai_api_key = os.getenv(""OPENAI_API_KEY"")
groq_api_key = os.getenv(""GROQ_API_KEY"")
```",233dabe430
How do I access the values stored in my environment file once I have them set up?,"To access the values stored in your environment file, you can use `python-dotenv` in your Python scripts:

```python
import os
from dotenv import load_dotenv

load_dotenv()  # loads .env from project root

# Access the values using os.getenv
openai_api_key = os.getenv(""OPENAI_API_KEY"")
groq_api_key = os.getenv(""GROQ_API_KEY"")
```","Store API keys in a `.env` file and load them with `python-dotenv`, as recommended in the course.

Add `.env` to `.gitignore` so keys are never committed:

```gitignore
.env
```

Create a `.env` file:

```bash
OPENAI_API_KEY=sk-...
GROQ_API_KEY=gsk_...
GEMINI_API_KEY=...
```

Install `python-dotenv` if needed:

```bash
pip install python-dotenv
```

Load the keys in Python:

```python
import os
from dotenv import load_dotenv

load_dotenv()

openai_api_key = os.getenv(""OPENAI_API_KEY"")
groq_api_key = os.getenv(""GROQ_API_KEY"")
```",233dabe430
Am I allowed to switch to a different LLM provider instead of the one suggested for the assignments?,"Yes. The recommended model is not mandatory. You can use OpenAI, Gemini, Groq, OpenRouter, Azure OpenAI, local models, or another provider. The course is not tied to OpenAI; you can use any other LLM provider.","Yes. The recommended model is not mandatory. You can use OpenAI, Gemini, Groq, OpenRouter, Azure OpenAI, local models, or another provider.

The homework is designed so you do not need a paid service. You may need to adapt the code for your provider, because response formats, tool schemas, and tokenizers differ.

For provider ideas, see the course list of [OpenAI API alternatives](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/awesome-llms.md).",ee43413718
Will I get penalized if I decide to use a local model for the homework tasks?,"No. The recommended model is not mandatory, and you can use local models.","Yes. The recommended model is not mandatory. You can use OpenAI, Gemini, Groq, OpenRouter, Azure OpenAI, local models, or another provider.

The homework is designed so you do not need a paid service. You may need to adapt the code for your provider, because response formats, tool schemas, and tokenizers differ.

For provider ideas, see the course list of [OpenAI API alternatives](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/awesome-llms.md).",ee43413718
Do I have to pay for a subscription to complete the module if I choose a service other than the one recommended?,"No, you don't have to pay for a service in order to complete the course homeworks, as the homework is designed so you do not need a paid service.","Yes. The recommended model is not mandatory. You can use OpenAI, Gemini, Groq, OpenRouter, Azure OpenAI, local models, or another provider.

The homework is designed so you do not need a paid service. You may need to adapt the code for your provider, because response formats, tool schemas, and tokenizers differ.

For provider ideas, see the course list of [OpenAI API alternatives](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/awesome-llms.md).",ee43413718
Is there a specific reason why I might need to tweak my code when using an alternative API?,"Yes. If you use a non-OpenAI provider, you must use the chat-completions API instead of the OpenAI-specific Responses API (`client.responses.create`), and you will also have to adapt the tools schema to whatever shape your provider expects.","Yes. The recommended model is not mandatory. You can use OpenAI, Gemini, Groq, OpenRouter, Azure OpenAI, local models, or another provider.

The homework is designed so you do not need a paid service. You may need to adapt the code for your provider, because response formats, tool schemas, and tokenizers differ.

For provider ideas, see the course list of [OpenAI API alternatives](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/awesome-llms.md).",ee43413718
Where can I find a list of other supported services that I could use for the course exercises?,I don't know.,"Yes. The recommended model is not mandatory. You can use OpenAI, Gemini, Groq, OpenRouter, Azure OpenAI, local models, or another provider.

The homework is designed so you do not need a paid service. You may need to adapt the code for your provider, because response formats, tool schemas, and tokenizers differ.

For provider ideas, see the course list of [OpenAI API alternatives](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/awesome-llms.md).",ee43413718
What do I need to set up to use Gemini with the OpenAI client for the first module?,"To get started, you need three things:

1. A Gemini API key saved in your `.env` file, for example as `GEMINI_API_KEY`.
2. An OpenAI client pointed at Google’s OpenAI-compatible base URL.
3. Your selected Google Gemini model name in your request.","To get started you need three things:

1. A Gemini API key saved in your `.env` file, for example as `GEMINI_API_KEY`.
2. An OpenAI client pointed at Google’s OpenAI-compatible base URL.
3. Your selected Google Gemini model name in your request.

Example code (loads the API key from `.env`, creates the Gemini client, and defines the `llm` helper):

```python
import os
from dotenv import load_dotenv
from openai import OpenAI

load_dotenv()

client = OpenAI(
    api_key=os.getenv(""GEMINI_API_KEY""),
    base_url=""https://generativelanguage.googleapis.com/v1beta/openai/""
)

def llm(instructions, user_prompt, model=""gemini-3.1-flash-lite""):
    message_history = [
        {""role"": ""developer"", ""content"": instructions},
        {""role"": ""user"", ""content"": user_prompt}
    ]

    response = client.chat.completions.create(
        model=model,
        messages=message_history
    )

    return response.choices[0].message.content
```

This uses the older chat completions style via the OpenAI-compatible endpoint, whereas many course examples use the newer Responses format. That means you will need to change the notebook code in a few places, especially where it reads the model response and where it handles tools or function calls.",0ae5c221b9
Do I just swap the URL to get Gemini working in the notebook?,"No. To get Gemini working in the Module 1 notebook, you need three things:
1. A Gemini API key saved in your `.env` file.
2. An OpenAI client pointed at Google’s OpenAI-compatible base URL.
3. Your selected Google Gemini model name in your request.

Additionally, because this uses the older chat completions style, you will need to change the notebook code in a few places, especially where it reads the model response and where it handles tools or function calls.","To get started you need three things:

1. A Gemini API key saved in your `.env` file, for example as `GEMINI_API_KEY`.
2. An OpenAI client pointed at Google’s OpenAI-compatible base URL.
3. Your selected Google Gemini model name in your request.

Example code (loads the API key from `.env`, creates the Gemini client, and defines the `llm` helper):

```python
import os
from dotenv import load_dotenv
from openai import OpenAI

load_dotenv()

client = OpenAI(
    api_key=os.getenv(""GEMINI_API_KEY""),
    base_url=""https://generativelanguage.googleapis.com/v1beta/openai/""
)

def llm(instructions, user_prompt, model=""gemini-3.1-flash-lite""):
    message_history = [
        {""role"": ""developer"", ""content"": instructions},
        {""role"": ""user"", ""content"": user_prompt}
    ]

    response = client.chat.completions.create(
        model=model,
        messages=message_history
    )

    return response.choices[0].message.content
```

This uses the older chat completions style via the OpenAI-compatible endpoint, whereas many course examples use the newer Responses format. That means you will need to change the notebook code in a few places, especially where it reads the model response and where it handles tools or function calls.",0ae5c221b9
Where exactly should I store my API key so the code can access it?,"You should store your API keys in a `.env` file. You can load them using `python-dotenv` as follows:

1. Create a `.env` file:
   ```bash
   OPENAI_API_KEY=sk-...
   GROQ_API_KEY=gsk_...
   GEMINI_API_KEY=...
   ```
2. Add `.env` to `.gitignore` so keys are never committed.
3. Load the keys in Python:
   ```python
   import os
   from dotenv import load_dotenv

   load_dotenv()

   openai_api_key = os.getenv(""OPENAI_API_KEY"")
   groq_api_key = os.getenv(""GROQ_API_KEY"")
   ```

*Note: For the Kestra AI Copilot, you must export the plain `GEMINI_API_KEY` variable in the shell you run `docker compose up` from.*","To get started you need three things:

1. A Gemini API key saved in your `.env` file, for example as `GEMINI_API_KEY`.
2. An OpenAI client pointed at Google’s OpenAI-compatible base URL.
3. Your selected Google Gemini model name in your request.

Example code (loads the API key from `.env`, creates the Gemini client, and defines the `llm` helper):

```python
import os
from dotenv import load_dotenv
from openai import OpenAI

load_dotenv()

client = OpenAI(
    api_key=os.getenv(""GEMINI_API_KEY""),
    base_url=""https://generativelanguage.googleapis.com/v1beta/openai/""
)

def llm(instructions, user_prompt, model=""gemini-3.1-flash-lite""):
    message_history = [
        {""role"": ""developer"", ""content"": instructions},
        {""role"": ""user"", ""content"": user_prompt}
    ]

    response = client.chat.completions.create(
        model=model,
        messages=message_history
    )

    return response.choices[0].message.content
```

This uses the older chat completions style via the OpenAI-compatible endpoint, whereas many course examples use the newer Responses format. That means you will need to change the notebook code in a few places, especially where it reads the model response and where it handles tools or function calls.",0ae5c221b9
Are there specific parts of the notebook I need to modify to use the Gemini endpoint instead of the default?,"Yes. Because the provided Gemini example uses the older chat completions style instead of the newer Responses format used in many course examples, you will need to change the notebook code in a few places, especially where it reads the model response and where it handles tools or function calls.","To get started you need three things:

1. A Gemini API key saved in your `.env` file, for example as `GEMINI_API_KEY`.
2. An OpenAI client pointed at Google’s OpenAI-compatible base URL.
3. Your selected Google Gemini model name in your request.

Example code (loads the API key from `.env`, creates the Gemini client, and defines the `llm` helper):

```python
import os
from dotenv import load_dotenv
from openai import OpenAI

load_dotenv()

client = OpenAI(
    api_key=os.getenv(""GEMINI_API_KEY""),
    base_url=""https://generativelanguage.googleapis.com/v1beta/openai/""
)

def llm(instructions, user_prompt, model=""gemini-3.1-flash-lite""):
    message_history = [
        {""role"": ""developer"", ""content"": instructions},
        {""role"": ""user"", ""content"": user_prompt}
    ]

    response = client.chat.completions.create(
        model=model,
        messages=message_history
    )

    return response.choices[0].message.content
```

This uses the older chat completions style via the OpenAI-compatible endpoint, whereas many course examples use the newer Responses format. That means you will need to change the notebook code in a few places, especially where it reads the model response and where it handles tools or function calls.",0ae5c221b9
Is there a trick to getting the response output working correctly since I am using the chat completions style?,"For non-OpenAI providers using the chat completions style, you must read the response from `response.choices[0].message.content` instead of using the OpenAI-specific `response.output`. Additionally, you will need to adapt the tools schema to whatever shape your provider expects.","To get started you need three things:

1. A Gemini API key saved in your `.env` file, for example as `GEMINI_API_KEY`.
2. An OpenAI client pointed at Google’s OpenAI-compatible base URL.
3. Your selected Google Gemini model name in your request.

Example code (loads the API key from `.env`, creates the Gemini client, and defines the `llm` helper):

```python
import os
from dotenv import load_dotenv
from openai import OpenAI

load_dotenv()

client = OpenAI(
    api_key=os.getenv(""GEMINI_API_KEY""),
    base_url=""https://generativelanguage.googleapis.com/v1beta/openai/""
)

def llm(instructions, user_prompt, model=""gemini-3.1-flash-lite""):
    message_history = [
        {""role"": ""developer"", ""content"": instructions},
        {""role"": ""user"", ""content"": user_prompt}
    ]

    response = client.chat.completions.create(
        model=model,
        messages=message_history
    )

    return response.choices[0].message.content
```

This uses the older chat completions style via the OpenAI-compatible endpoint, whereas many course examples use the newer Responses format. That means you will need to change the notebook code in a few places, especially where it reads the model response and where it handles tools or function calls.",0ae5c221b9
Is there a way to get Pydantic models back from Gemini if I'm using the OpenAI SDK?,"Yes. To get parsed structured output (Pydantic objects) from Gemini via the OpenAI-compatible endpoint, you should use the OpenAI SDK's `chat.completions.parse` flow. 

You must define the structure as a Pydantic model (inheriting from `BaseModel`) and call `client.chat.completions.parse` with `response_format` set to your Pydantic model. The resulting object will be available directly in `response.choices[0].message.parsed` with no manual JSON parsing required.","To get parsed structured output, use the OpenAI SDK's chat-completions parsing flow instead of the newer Responses API. This is the right choice when you want to stay on the OpenAI SDK but call a chat-completions-compatible model like Gemini through the OpenAI-compatible endpoint.

First, define the structure you want Gemini to return as a Pydantic model:

```python
from pydantic import BaseModel

class Question(BaseModel):
    question: str
    answer: str

class Questions(BaseModel):
    questions: list[Question]
```

Then call `chat.completions.parse` with `response_format=Questions`. Pass the same kind of `messages` you would to any chat completion:

```python
import os
from dotenv import load_dotenv
from openai import OpenAI

load_dotenv()

client = OpenAI(
    api_key=os.getenv(""GEMINI_API_KEY""),
    base_url=""https://generativelanguage.googleapis.com/v1beta/openai/""
)

messages = [
    {""role"": ""developer"", ""content"": ""Generate three FAQ questions about RAG.""},
    {""role"": ""user"", ""content"": ""Topic: structured output with Gemini""}
]

response = client.chat.completions.parse(
    model=""gemini-3.1-flash-lite"",
    messages=messages,
    response_format=Questions
)

result = response.choices[0].message.parsed
print(result.questions)
```

Notes:
- This approach keeps using the OpenAI SDK while leveraging Gemini through Google's endpoint.
- The parsed output (e.g., `result.questions`) is a Pydantic object available directly, with no manual JSON parsing.
- `chat.completions.parse` requires `pydantic` (`uv add pydantic`).",341f71f28c
How do I handle structured outputs for Gemini without using the Responses API?,"To handle structured outputs for Gemini without using the Responses API, you should use the OpenAI SDK's chat-completions parsing flow. 

Follow these steps:
1. Define the desired structure using a Pydantic model.
2. Call `chat.completions.parse` with `response_format` set to your Pydantic model.

Example:
```python
from pydantic import BaseModel
from openai import OpenAI

# Define your structure
class Question(BaseModel):
    question: str
    answer: str

class Questions(BaseModel):
    questions: list[Question]

# Call chat.completions.parse
client = OpenAI(
    api_key=os.getenv(""GEMINI_API_KEY""),
    base_url=""https://generativelanguage.googleapis.com/v1beta/openai/""
)

response = client.chat.completions.parse(
    model=""gemini-3.1-flash-lite"",
    messages=messages,
    response_format=Questions
)

result = response.choices[0].message.parsed
```

This approach allows you to stay on the OpenAI SDK while using Gemini through the OpenAI-compatible endpoint, and it provides the parsed output as a Pydantic object directly. Note that `chat.completions.parse` requires `pydantic`.","To get parsed structured output, use the OpenAI SDK's chat-completions parsing flow instead of the newer Responses API. This is the right choice when you want to stay on the OpenAI SDK but call a chat-completions-compatible model like Gemini through the OpenAI-compatible endpoint.

First, define the structure you want Gemini to return as a Pydantic model:

```python
from pydantic import BaseModel

class Question(BaseModel):
    question: str
    answer: str

class Questions(BaseModel):
    questions: list[Question]
```

Then call `chat.completions.parse` with `response_format=Questions`. Pass the same kind of `messages` you would to any chat completion:

```python
import os
from dotenv import load_dotenv
from openai import OpenAI

load_dotenv()

client = OpenAI(
    api_key=os.getenv(""GEMINI_API_KEY""),
    base_url=""https://generativelanguage.googleapis.com/v1beta/openai/""
)

messages = [
    {""role"": ""developer"", ""content"": ""Generate three FAQ questions about RAG.""},
    {""role"": ""user"", ""content"": ""Topic: structured output with Gemini""}
]

response = client.chat.completions.parse(
    model=""gemini-3.1-flash-lite"",
    messages=messages,
    response_format=Questions
)

result = response.choices[0].message.parsed
print(result.questions)
```

Notes:
- This approach keeps using the OpenAI SDK while leveraging Gemini through Google's endpoint.
- The parsed output (e.g., `result.questions`) is a Pydantic object available directly, with no manual JSON parsing.
- `chat.completions.parse` requires `pydantic` (`uv add pydantic`).",341f71f28c
Can I use chat.completions.parse with Gemini through the OpenAI-compatible endpoint?,"Yes. To get parsed structured output, you can use `chat.completions.parse` with `response_format` when using Gemini through the OpenAI-compatible endpoint.","To get parsed structured output, use the OpenAI SDK's chat-completions parsing flow instead of the newer Responses API. This is the right choice when you want to stay on the OpenAI SDK but call a chat-completions-compatible model like Gemini through the OpenAI-compatible endpoint.

First, define the structure you want Gemini to return as a Pydantic model:

```python
from pydantic import BaseModel

class Question(BaseModel):
    question: str
    answer: str

class Questions(BaseModel):
    questions: list[Question]
```

Then call `chat.completions.parse` with `response_format=Questions`. Pass the same kind of `messages` you would to any chat completion:

```python
import os
from dotenv import load_dotenv
from openai import OpenAI

load_dotenv()

client = OpenAI(
    api_key=os.getenv(""GEMINI_API_KEY""),
    base_url=""https://generativelanguage.googleapis.com/v1beta/openai/""
)

messages = [
    {""role"": ""developer"", ""content"": ""Generate three FAQ questions about RAG.""},
    {""role"": ""user"", ""content"": ""Topic: structured output with Gemini""}
]

response = client.chat.completions.parse(
    model=""gemini-3.1-flash-lite"",
    messages=messages,
    response_format=Questions
)

result = response.choices[0].message.parsed
print(result.questions)
```

Notes:
- This approach keeps using the OpenAI SDK while leveraging Gemini through Google's endpoint.
- The parsed output (e.g., `result.questions`) is a Pydantic object available directly, with no manual JSON parsing.
- `chat.completions.parse` requires `pydantic` (`uv add pydantic`).",341f71f28c
